3.50647	-9.5803	7.9007	7.9007	7.9507	9.7297	20.3847	20.3847	11.2367	
3.5398	-9.3123	7.6217	7.6217	7.6307	8.9057	20.9307	20.9307	10.9867	
3.57313	-9.0243	7.3597	7.3597	7.3277	8.0927	21.3357	21.4627	10.7467	
3.60647	-8.7173	7.1137	7.1137	7.0447	7.2927	21.6087	21.9757	10.5157	
3.6398	-8.3913	6.8847	6.8847	6.7797	6.5057	21.8947	22.4717	10.2967	
3.67313	-8.0463	6.6737	6.6737	6.5337	5.7327	22.1937	22.9487	10.0897	
3.70647	-7.6833	6.4787	6.4787	6.3067	4.9747	22.5037	23.4077	9.8957	
3.7398	-7.3013	6.2997	6.2997	6.0997	4.2317	22.8217	23.8497	9.7167	
3.77313	-6.9013	6.1387	6.1387	5.9117	3.5047	23.1477	24.2767	9.5517	
3.80647	-6.4833	5.9947	5.9947	5.7437	2.7937	23.4757	24.6857	9.4027	
3.8398	-6.0483	5.8677	5.8677	5.5947	2.1007	23.8017	25.0777	9.2707	
3.87313	-5.5973	5.7577	5.7577	5.4657	1.4247	24.1207	25.4507	9.1547	
3.90647	-5.1313	5.6647	5.6647	5.3567	0.7687	24.4237	25.7987	9.0557	
3.9398	-4.6533	5.5887	5.5887	5.2677	0.1347	24.6997	26.1157	8.9747	
3.97313	-4.1673	5.5287	5.5287	5.1977	-0.4723	24.9387	26.3887	8.9107	
4.00647	-3.6893	5.4867	5.4867	5.1477	-1.0373	25.1247	26.6027	8.8657	
4.0398	-3.2623	5.4617	5.4617	5.1187	-1.5153	25.2437	26.7417	8.8377	
4.07313	-3.0543	5.4527	5.4527	5.1087	-1.7413	25.2847	26.7917	8.8287	
